0,20220101,2022-01-01,01,01,2022
1,20220102,2022-01-02,02,01,2022
2,20220103,2022-01-03,03,01,2022
3,20220104,2022-01-04,04,01,2022
4,20220105,2022-01-05,05,01,2022
5,20220106,2022-01-06,06,01,2022
6,20220107,2022-01-07,07,01,2022
7,20220108,2022-01-08,08,01,2022
8,20220109,2022-01-09,09,01,2022
9,20220110,2022-01-10,10,01,2022
10,20220111,2022-01-11,11,01,2022
11,20220112,2022-01-12,12,01,2022
12,20220113,2022-01-13,13,01,2022
13,20220114,2022-01-14,14,01,2022
14,20220115,2022-01-15,15,01,2022
15,20220116,2022-01-16,16,01,2022
16,20220117,2022-01-17,17,01,2022
17,20220118,2022-01-18,18,01,2022
18,20220119,2022-01-19,19,01,2022
19,20220120,2022-01-20,20,01,2022
20,20220121,2022-01-21,21,01,2022
21,20220122,2022-01-22,22,01,2022
22,20220123,2022-01-23,23,01,2022
23,20220124,2022-01-24,24,01,2022
24,20220125,2022-01-25,25,01,2022
25,20220126,2022-01-26,26,01,2022
26,20220127,2022-01-27,27,01,2022
27,20220128,2022-01-28,28,01,2022
28,20220129,2022-01-29,29,01,2022
29,20220130,2022-01-30,30,01,2022
30,20220131,2022-01-31,31,01,2022
31,20220201,2022-02-01,01,02,2022
32,20220202,2022-02-02,02,02,2022
33,20220203,2022-02-03,03,02,2022
34,20220204,2022-02-04,04,02,2022
35,20220205,2022-02-05,05,02,2022
36,20220206,2022-02-06,06,02,2022
37,20220207,2022-02-07,07,02,2022
38,20220208,2022-02-08,08,02,2022
39,20220209,2022-02-09,09,02,2022
40,20220210,2022-02-10,10,02,2022
41,20220211,2022-02-11,11,02,2022
42,20220212,2022-02-12,12,02,2022
43,20220213,2022-02-13,13,02,2022
44,20220214,2022-02-14,14,02,2022
45,20220215,2022-02-15,15,02,2022
46,20220216,2022-02-16,16,02,2022
47,20220217,2022-02-17,17,02,2022
48,20220218,2022-02-18,18,02,2022
49,20220219,2022-02-19,19,02,2022
50,20220220,2022-02-20,20,02,2022
51,20220221,2022-02-21,21,02,2022
52,20220222,2022-02-22,22,02,2022
53,20220223,2022-02-23,23,02,2022
54,20220224,2022-02-24,24,02,2022
55,20220225,2022-02-25,25,02,2022
56,20220226,2022-02-26,26,02,2022
57,20220227,2022-02-27,27,02,2022
58,20220228,2022-02-28,28,02,2022
59,20220301,2022-03-01,01,03,2022
60,20220302,2022-03-02,02,03,2022
61,20220303,2022-03-03,03,03,2022
62,20220304,2022-03-04,04,03,2022
63,20220305,2022-03-05,05,03,2022
64,20220306,2022-03-06,06,03,2022
65,20220307,2022-03-07,07,03,2022
66,20220308,2022-03-08,08,03,2022
67,20220309,2022-03-09,09,03,2022
68,20220310,2022-03-10,10,03,2022
69,20220311,2022-03-11,11,03,2022
70,20220312,2022-03-12,12,03,2022
71,20220313,2022-03-13,13,03,2022
72,20220314,2022-03-14,14,03,2022
73,20220315,2022-03-15,15,03,2022
74,20220316,2022-03-16,16,03,2022
75,20220317,2022-03-17,17,03,2022
76,20220318,2022-03-18,18,03,2022
77,20220319,2022-03-19,19,03,2022
78,20220320,2022-03-20,20,03,2022
79,20220321,2022-03-21,21,03,2022
80,20220322,2022-03-22,22,03,2022
81,20220323,2022-03-23,23,03,2022
82,20220324,2022-03-24,24,03,2022
83,20220325,2022-03-25,25,03,2022
84,20220326,2022-03-26,26,03,2022
85,20220327,2022-03-27,27,03,2022
86,20220328,2022-03-28,28,03,2022
87,20220329,2022-03-29,29,03,2022
88,20220330,2022-03-30,30,03,2022
89,20220331,2022-03-31,31,03,2022
90,20220401,2022-04-01,01,04,2022
91,20220402,2022-04-02,02,04,2022
92,20220403,2022-04-03,03,04,2022
93,20220404,2022-04-04,04,04,2022
94,20220405,2022-04-05,05,04,2022
95,20220406,2022-04-06,06,04,2022
96,20220407,2022-04-07,07,04,2022
97,20220408,2022-04-08,08,04,2022
98,20220409,2022-04-09,09,04,2022
99,20220410,2022-04-10,10,04,2022
100,20220411,2022-04-11,11,04,2022
101,20220412,2022-04-12,12,04,2022
102,20220413,2022-04-13,13,04,2022
103,20220414,2022-04-14,14,04,2022
104,20220415,2022-04-15,15,04,2022
105,20220416,2022-04-16,16,04,2022
106,20220417,2022-04-17,17,04,2022
107,20220418,2022-04-18,18,04,2022
108,20220419,2022-04-19,19,04,2022
109,20220420,2022-04-20,20,04,2022
110,20220421,2022-04-21,21,04,2022
111,20220422,2022-04-22,22,04,2022
112,20220423,2022-04-23,23,04,2022
113,20220424,2022-04-24,24,04,2022
114,20220425,2022-04-25,25,04,2022
115,20220426,2022-04-26,26,04,2022
116,20220427,2022-04-27,27,04,2022
117,20220428,2022-04-28,28,04,2022
118,20220429,2022-04-29,29,04,2022
119,20220430,2022-04-30,30,04,2022
120,20220501,2022-05-01,01,05,2022
121,20220502,2022-05-02,02,05,2022
122,20220503,2022-05-03,03,05,2022
123,20220504,2022-05-04,04,05,2022
124,20220505,2022-05-05,05,05,2022
125,20220506,2022-05-06,06,05,2022
126,20220507,2022-05-07,07,05,2022
127,20220508,2022-05-08,08,05,2022
128,20220509,2022-05-09,09,05,2022
129,20220510,2022-05-10,10,05,2022
130,20220511,2022-05-11,11,05,2022
131,20220512,2022-05-12,12,05,2022
132,20220513,2022-05-13,13,05,2022
133,20220514,2022-05-14,14,05,2022
134,20220515,2022-05-15,15,05,2022
135,20220516,2022-05-16,16,05,2022
136,20220517,2022-05-17,17,05,2022
137,20220518,2022-05-18,18,05,2022
138,20220519,2022-05-19,19,05,2022
139,20220520,2022-05-20,20,05,2022
140,20220521,2022-05-21,21,05,2022
141,20220522,2022-05-22,22,05,2022
142,20220523,2022-05-23,23,05,2022
143,20220524,2022-05-24,24,05,2022
144,20220525,2022-05-25,25,05,2022
145,20220526,2022-05-26,26,05,2022
146,20220527,2022-05-27,27,05,2022
147,20220528,2022-05-28,28,05,2022
148,20220529,2022-05-29,29,05,2022
149,20220530,2022-05-30,30,05,2022
150,20220531,2022-05-31,31,05,2022
151,20220601,2022-06-01,01,06,2022
152,20220602,2022-06-02,02,06,2022
153,20220603,2022-06-03,03,06,2022
154,20220604,2022-06-04,04,06,2022
155,20220605,2022-06-05,05,06,2022
156,20220606,2022-06-06,06,06,2022
157,20220607,2022-06-07,07,06,2022
158,20220608,2022-06-08,08,06,2022
159,20220609,2022-06-09,09,06,2022
160,20220610,2022-06-10,10,06,2022
161,20220611,2022-06-11,11,06,2022
162,20220612,2022-06-12,12,06,2022
163,20220613,2022-06-13,13,06,2022
164,20220614,2022-06-14,14,06,2022
165,20220615,2022-06-15,15,06,2022
166,20220616,2022-06-16,16,06,2022
167,20220617,2022-06-17,17,06,2022
168,20220618,2022-06-18,18,06,2022
169,20220619,2022-06-19,19,06,2022
170,20220620,2022-06-20,20,06,2022
171,20220621,2022-06-21,21,06,2022
172,20220622,2022-06-22,22,06,2022
173,20220623,2022-06-23,23,06,2022
174,20220624,2022-06-24,24,06,2022
175,20220625,2022-06-25,25,06,2022
176,20220626,2022-06-26,26,06,2022
177,20220627,2022-06-27,27,06,2022
178,20220628,2022-06-28,28,06,2022
179,20220629,2022-06-29,29,06,2022
180,20220630,2022-06-30,30,06,2022
181,20220701,2022-07-01,01,07,2022
182,20220702,2022-07-02,02,07,2022
183,20220703,2022-07-03,03,07,2022
184,20220704,2022-07-04,04,07,2022
185,20220705,2022-07-05,05,07,2022
186,20220706,2022-07-06,06,07,2022
187,20220707,2022-07-07,07,07,2022
188,20220708,2022-07-08,08,07,2022
189,20220709,2022-07-09,09,07,2022
190,20220710,2022-07-10,10,07,2022
191,20220711,2022-07-11,11,07,2022
192,20220712,2022-07-12,12,07,2022
193,20220713,2022-07-13,13,07,2022
194,20220714,2022-07-14,14,07,2022
195,20220715,2022-07-15,15,07,2022
196,20220716,2022-07-16,16,07,2022
197,20220717,2022-07-17,17,07,2022
198,20220718,2022-07-18,18,07,2022
199,20220719,2022-07-19,19,07,2022
200,20220720,2022-07-20,20,07,2022
201,20220721,2022-07-21,21,07,2022
202,20220722,2022-07-22,22,07,2022
203,20220723,2022-07-23,23,07,2022
204,20220724,2022-07-24,24,07,2022
205,20220725,2022-07-25,25,07,2022
206,20220726,2022-07-26,26,07,2022
207,20220727,2022-07-27,27,07,2022
208,20220728,2022-07-28,28,07,2022
209,20220729,2022-07-29,29,07,2022
210,20220730,2022-07-30,30,07,2022
211,20220731,2022-07-31,31,07,2022
212,20220801,2022-08-01,01,08,2022
213,20220802,2022-08-02,02,08,2022
214,20220803,2022-08-03,03,08,2022
215,20220804,2022-08-04,04,08,2022
216,20220805,2022-08-05,05,08,2022
217,20220806,2022-08-06,06,08,2022
218,20220807,2022-08-07,07,08,2022
219,20220808,2022-08-08,08,08,2022
220,20220809,2022-08-09,09,08,2022
221,20220810,2022-08-10,10,08,2022
222,20220811,2022-08-11,11,08,2022
223,20220812,2022-08-12,12,08,2022
224,20220813,2022-08-13,13,08,2022
225,20220814,2022-08-14,14,08,2022
226,20220815,2022-08-15,15,08,2022
227,20220816,2022-08-16,16,08,2022
228,20220817,2022-08-17,17,08,2022
229,20220818,2022-08-18,18,08,2022
230,20220819,2022-08-19,19,08,2022
231,20220820,2022-08-20,20,08,2022
232,20220821,2022-08-21,21,08,2022
233,20220822,2022-08-22,22,08,2022
234,20220823,2022-08-23,23,08,2022
235,20220824,2022-08-24,24,08,2022
236,20220825,2022-08-25,25,08,2022
237,20220826,2022-08-26,26,08,2022
238,20220827,2022-08-27,27,08,2022
239,20220828,2022-08-28,28,08,2022
240,20220829,2022-08-29,29,08,2022
241,20220830,2022-08-30,30,08,2022
242,20220831,2022-08-31,31,08,2022
243,20220901,2022-09-01,01,09,2022
244,20220902,2022-09-02,02,09,2022
245,20220903,2022-09-03,03,09,2022
246,20220904,2022-09-04,04,09,2022
247,20220905,2022-09-05,05,09,2022
248,20220906,2022-09-06,06,09,2022
249,20220907,2022-09-07,07,09,2022
250,20220908,2022-09-08,08,09,2022
251,20220909,2022-09-09,09,09,2022
252,20220910,2022-09-10,10,09,2022
253,20220911,2022-09-11,11,09,2022
254,20220912,2022-09-12,12,09,2022
255,20220913,2022-09-13,13,09,2022
256,20220914,2022-09-14,14,09,2022
257,20220915,2022-09-15,15,09,2022
258,20220916,2022-09-16,16,09,2022
259,20220917,2022-09-17,17,09,2022
260,20220918,2022-09-18,18,09,2022
261,20220919,2022-09-19,19,09,2022
262,20220920,2022-09-20,20,09,2022
263,20220921,2022-09-21,21,09,2022
264,20220922,2022-09-22,22,09,2022
265,20220923,2022-09-23,23,09,2022
266,20220924,2022-09-24,24,09,2022
267,20220925,2022-09-25,25,09,2022
268,20220926,2022-09-26,26,09,2022
269,20220927,2022-09-27,27,09,2022
270,20220928,2022-09-28,28,09,2022
271,20220929,2022-09-29,29,09,2022
272,20220930,2022-09-30,30,09,2022
273,20221001,2022-10-01,01,10,2022
274,20221002,2022-10-02,02,10,2022
275,20221003,2022-10-03,03,10,2022
276,20221004,2022-10-04,04,10,2022
277,20221005,2022-10-05,05,10,2022
278,20221006,2022-10-06,06,10,2022
279,20221007,2022-10-07,07,10,2022
280,20221008,2022-10-08,08,10,2022
281,20221009,2022-10-09,09,10,2022
282,20221010,2022-10-10,10,10,2022
283,20221011,2022-10-11,11,10,2022
284,20221012,2022-10-12,12,10,2022
285,20221013,2022-10-13,13,10,2022
286,20221014,2022-10-14,14,10,2022
287,20221015,2022-10-15,15,10,2022
288,20221016,2022-10-16,16,10,2022
289,20221017,2022-10-17,17,10,2022
290,20221018,2022-10-18,18,10,2022
291,20221019,2022-10-19,19,10,2022
292,20221020,2022-10-20,20,10,2022
293,20221021,2022-10-21,21,10,2022
294,20221022,2022-10-22,22,10,2022
295,20221023,2022-10-23,23,10,2022
296,20221024,2022-10-24,24,10,2022
297,20221025,2022-10-25,25,10,2022
298,20221026,2022-10-26,26,10,2022
299,20221027,2022-10-27,27,10,2022
300,20221028,2022-10-28,28,10,2022
301,20221029,2022-10-29,29,10,2022
302,20221030,2022-10-30,30,10,2022
303,20221031,2022-10-31,31,10,2022
304,20221101,2022-11-01,01,11,2022
305,20221102,2022-11-02,02,11,2022
306,20221103,2022-11-03,03,11,2022
307,20221104,2022-11-04,04,11,2022
308,20221105,2022-11-05,05,11,2022
309,20221106,2022-11-06,06,11,2022
310,20221107,2022-11-07,07,11,2022
311,20221108,2022-11-08,08,11,2022
312,20221109,2022-11-09,09,11,2022
313,20221110,2022-11-10,10,11,2022
314,20221111,2022-11-11,11,11,2022
315,20221112,2022-11-12,12,11,2022
316,20221113,2022-11-13,13,11,2022
317,20221114,2022-11-14,14,11,2022
318,20221115,2022-11-15,15,11,2022
319,20221116,2022-11-16,16,11,2022
320,20221117,2022-11-17,17,11,2022
321,20221118,2022-11-18,18,11,2022
322,20221119,2022-11-19,19,11,2022
323,20221120,2022-11-20,20,11,2022
324,20221121,2022-11-21,21,11,2022
325,20221122,2022-11-22,22,11,2022
326,20221123,2022-11-23,23,11,2022
327,20221124,2022-11-24,24,11,2022
328,20221125,2022-11-25,25,11,2022
329,20221126,2022-11-26,26,11,2022
330,20221127,2022-11-27,27,11,2022
331,20221128,2022-11-28,28,11,2022
332,20221129,2022-11-29,29,11,2022
333,20221130,2022-11-30,30,11,2022
334,20221201,2022-12-01,01,12,2022
335,20221202,2022-12-02,02,12,2022
336,20221203,2022-12-03,03,12,2022
337,20221204,2022-12-04,04,12,2022
338,20221205,2022-12-05,05,12,2022
339,20221206,2022-12-06,06,12,2022
340,20221207,2022-12-07,07,12,2022
341,20221208,2022-12-08,08,12,2022
342,20221209,2022-12-09,09,12,2022
343,20221210,2022-12-10,10,12,2022
344,20221211,2022-12-11,11,12,2022
345,20221212,2022-12-12,12,12,2022
346,20221213,2022-12-13,13,12,2022
347,20221214,2022-12-14,14,12,2022
348,20221215,2022-12-15,15,12,2022
349,20221216,2022-12-16,16,12,2022
350,20221217,2022-12-17,17,12,2022
351,20221218,2022-12-18,18,12,2022
352,20221219,2022-12-19,19,12,2022
353,20221220,2022-12-20,20,12,2022
354,20221221,2022-12-21,21,12,2022
355,20221222,2022-12-22,22,12,2022
356,20221223,2022-12-23,23,12,2022
357,20221224,2022-12-24,24,12,2022
358,20221225,2022-12-25,25,12,2022
359,20221226,2022-12-26,26,12,2022
360,20221227,2022-12-27,27,12,2022
361,20221228,2022-12-28,28,12,2022
362,20221229,2022-12-29,29,12,2022
363,20221230,2022-12-30,30,12,2022
364,20221231,2022-12-31,31,12,2022
